caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1855752580,0.7048970402890549,1953,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Not sure,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Not sure,Oppose,Support,Support,Very Liberal,Middle of the Road,Middle of the Road,Middle of the Road,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,White,White,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1855732270,1.610217271010642,1966,Woman,Some college,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,not selected,not selected,not selected,Good,Republican,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Not sure,Not sure,Not sure,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Not sure,White,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree
1854443202,1.729990394481264,1984,Woman,2-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Oppose,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Not sure,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree
1854491436,1.544168563628879,1981,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,not selected,Good,Democrat,Democrat,Democrats,Republicans,Not sure,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Liberal,Liberal,Somewhat Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1855790126,0.4864722972084204,1948,Man,High school graduate,White,No,Yes,Independent,Lean Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Democrats,Republicans,Not sure,Support,Democrat,Republican,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Oppose,Support,Support,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1855752524,1.355415256387665,1952,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Alabama,not selected,not selected,not selected,Good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Oppose,Support,Support,Conservative,Conservative,Liberal,Liberal,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,,Not sure,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
1855488318,0.85409402660019,1957,Woman,Post-grad,White,No,Yes,Republican,Not very strong Republican,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Support,Support,Oppose,Middle of the Road,Conservative,Liberal,Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1855649330,0.7035283287869205,1964,Man,4-year,Other,No,Yes,Independent,Lean Democrat,Virginia,not selected,not selected,selected,Very good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Not sure,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree
1855752618,0.4996489227566817,1960,Man,4-year,Other,No,Yes,Independent,Lean Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Support,Oppose,Support,Middle of the Road,Somewhat Liberal,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,White,White,,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
1855732012,0.5149516156675523,1985,Non-binary,High school graduate,White,No,Yes,Independent,Lean Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Very Liberal,Somewhat Liberal,Middle of the Road,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1855899618,1.255559212057661,1971,Woman,Post-grad,Black,No,Yes,Republican,Strong Republican,Alabama,,,,Fair,Republican,Republican,Democrats,Republicans,Republicans,Support,Republican,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Support,Support,Support,Very Conservative,Very Conservative,Liberal,Liberal,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,,White,White,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1855956652,1.057350971977444,1957,Woman,Some college,Black,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Republican,Democrat,Democrats,Democrats,Democrats,Support,Democrat,Republican,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Oppose,Support,Oppose,Liberal,Very Conservative,Somewhat Conservative,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,White,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1855996314,1.010903815473569,1958,Man,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Republican,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Oppose,Liberal,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1855981444,1.708536055380839,1961,Woman,Post-grad,Native American,No,Yes,Other,Lean Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Democrats,Republicans,Democrats,Support,Democrat,Republican,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Oppose,Support,Support,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Not sure,White,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
1856065852,0.120748401504321,1960,Woman,Post-grad,Black,No,Yes,Independent,Lean Democrat,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Liberal,Liberal,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1855780634,2.135104068405306,1951,Man,High school graduate,White,No,No,Independent,Lean Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Support,Oppose,,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1856033922,1.000647403703705,1957,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Republicans,Republicans,Support,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Oppose,Support,Oppose,Middle of the Road,Liberal,Very Liberal,Very Liberal,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Not sure,White,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree
1856033882,1.000647403703705,1955,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Support,Support,Support,Conservative,Liberal,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Not sure,White,,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
1856049490,1.204674393978172,1973,Woman,Post-grad,Asian,No,Yes,Democrat,Strong Democrat,Alabama,selected,not selected,not selected,Very good,Republican,Republican,Democrats,Republicans,Republicans,Support,Republican,Republican,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Not sure,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,,White,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree
1860680952,0.4327818502931113,1993,Man,4-year,Hispanic,Yes,Yes,Republican,Strong Republican,Virginia,not selected,selected,not selected,Excellent,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Oppose,Support,Very Conservative,Not sure,Very Liberal,Very Liberal,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,,,,,,,,,
1856065870,0.388567391458903,1962,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Support,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,White,White,,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1856111780,2.2216355337845,1980,Woman,High school graduate,Two or more races,Yes,No,Not sure,Independent,Pennsylvania,,,,Good,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Support,Support,Not sure,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Not sure,Not sure,,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1868608478,0.04429512744306912,1958,Man,2-year,White,No,Yes,Independent,Independent,Alabama,,,,Good,Republican,Republican,Not sure,Not sure,Not sure,Oppose,Republican,Democrat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Support,Oppose,Support,Middle of the Road,Conservative,Liberal,Liberal,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Black,Not sure,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1856131590,0.5020567613108039,1966,Woman,2-year,Two or more races,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Support,Support,Support,Conservative,Very Liberal,Very Liberal,Very Liberal,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Not sure,White,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1856135518,1.010903815473569,1957,Man,High school graduate,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,selected,selected,not selected,Good,Democrat,Democrat,Democrats,Republicans,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Black,,,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree
1856138172,1.000647403703705,1958,Woman,High school graduate,White,No,Yes,Independent,Independent,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Support,Support,Support,Very Conservative,Liberal,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Not sure,Not sure,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
1856146396,0.7816795003543009,1966,Woman,Some college,Asian,No,No,Independent,Independent,Pennsylvania,selected,selected,not selected,Fair,Democrat,Not sure,Republicans,Democrats,Republicans,Support,Republican,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Oppose,Oppose,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,White,Asian,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
1856095998,1.83701172500738,1972,Woman,4-year,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Not sure,Not sure,Support,Support,Support,Middle of the Road,Very Liberal,Not sure,Very Liberal,,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,White,White,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree
1860023108,0.1616168545732888,1967,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Very good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Not sure,Oppose,Support,Support,Conservative,Liberal,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Not sure,Not sure,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1860056048,1.967468708177942,1974,Woman,No HS,White,No,No,Not sure,Independent,Alabama,,,,Good,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Conservative,Not sure,Not sure,Not sure,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,,Not sure,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1860033112,0.3470295682115246,1979,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Alabama,,,,Excellent,Republican,Republican,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Somewhat Conservative,Conservative,Liberal,Liberal,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,,White,,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
